train_loss,val_loss,accuracy
4.600332130085338,4.573162277539571,0.09232365145228216
4.532671278173273,4.438535094261169,0.09197786998616875
4.325439409776167,4.227667172749837,0.15491009681881052
4.23339692029086,4.1765517592430115,0.09232365145228216
4.179464036768133,4.109448293844859,0.11618257261410789
4.091721426356923,4.031133850415547,0.12240663900414937
4.03524130040949,3.9873453179995217,0.18188105117565698
3.8975906372070312,3.8550129334131875,0.18706777316735823
3.7781735116785224,3.713991105556488,0.20919778699861688
3.64963115345348,3.5980006655057273,0.2161134163208852
3.546930356459184,3.486853857835134,0.241701244813278
3.3785924044522373,3.364650825659434,0.262448132780083
3.4223445762287485,3.55165567000707,0.2330567081604426
3.3107669786973433,3.2323970397313437,0.29149377593361
3.0752838308160957,3.1065176129341125,0.318118948824343
2.97831730409102,3.016940176486969,0.33713692946058094
2.8260961012406782,2.962133983771006,0.32987551867219916
2.680702794681896,2.8500757217407227,0.355463347164592
2.58266865123402,2.762391825517019,0.382088520055325
2.4146299362182617,2.669716238975525,0.4000691562932227
2.122823119163513,2.6085768739382424,0.43049792531120334
1.897518970749595,2.539132535457611,0.45504840940525587
1.7783920006318525,2.473865787188212,0.4723374827109267
1.7118572105060925,2.4871113101641336,0.47130013831258644
1.6635311300104314,2.4708669583002725,0.4802904564315353
1.6064684716137974,2.5044952829678855,0.4830567081604426
1.5338797135786577,2.4966615637143454,0.4802904564315353
1.5061946348710493,2.5096206068992615,0.4851313969571231
1.4628317030993374,2.4597781896591187,0.4830567081604426
1.3889031952077693,2.4509557485580444,0.4955048409405256
1.346804607998241,2.508941570917765,0.487551867219917
1.290110793980685,2.474466025829315,0.4996542185338866
1.2068214958364314,2.5730536778767905,0.4854771784232365
1.1763552102175625,2.4888832767804465,0.5062240663900415
1.1114234653386204,2.5156630277633667,0.49896265560165975
1.0646930011835964,2.5433155298233032,0.5058782849239281
1.029442012310028,2.5693015257517495,0.5069156293222683
0.9579676498066295,2.584930956363678,0.51417704011065
0.9077754508365284,2.70017017920812,0.508298755186722
0.847551400011236,2.7064013481140137,0.5103734439834025
0.7913324291055853,2.656188507874807,0.5155601659751037
0.7753173167055304,2.65513946612676,0.5148686030428768
0.7496558427810669,2.673944652080536,0.5172890733056709
0.7279867258938876,2.685999592145284,0.5169432918395575
0.7358886870470914,2.704311490058899,0.516597510373444
0.7026274258440192,2.7224417328834534,0.5172890733056709
0.7113937789743597,2.7186386982599893,0.5162517289073306
0.6936963742429559,2.7278504371643066,0.5200553250345782
0.6968538165092468,2.733383297920227,0.5169432918395575
0.6978973312811418,2.7397783597310386,0.5172890733056709
